User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1,Country
1003261,Carter,P00005142,F,46-50,49,0,Karnataka,Southern,Food Processing,Footwear & Shoes,2,16785,,,India
1002376,Brosina,P00072542,F,26-35,31,1,Maharashtra,Western,Banking,Footwear & Shoes,2,16785,,,India
1001685,Bradley,P00091842,F,36-45,36,0,Maharashtra,Western,Media,Footwear & Shoes,4,16784,,,India
1001146,Shivam,P00026042,M,18-25,23,1,Jharkhand,Eastern,Chemical,Footwear & Shoes,1,16783,,,India
1002491,Soumyabrata,P00233942,F,36-45,41,0,Karnataka,Southern,Construction,Footwear & Shoes,3,16781,,,India
1005653,Dortch,P00200342,F,51-55,52,0,Karnataka,Southern,Chemical,Footwear & Shoes,2,16778,,,India
1005230,Divsha,P00029942,F,26-35,32,0,Delhi,Central,Aviation,Footwear & Shoes,2,16776,,,India
1004977,Mary,P00112542,F,26-35,26,1,Karnataka,Southern,Aviation,Footwear & Shoes,1,16776,,,India
1003882,Inderpreet,P00293342,M,55+,68,0,Uttarakhand,Central,Lawyer,Footwear & Shoes,3,16776,,,India
1005726,Braxton,P00111542,F,26-35,33,1,Maharashtra,Western,Aviation,Footwear & Shoes,1,16775,,,India
1002494,Hazel,P00015542,F,18-25,20,0,Delhi,Central,IT Sector,Footwear & Shoes,2,16774,,,India
1004995,Bharat,P00015942,F,51-55,55,1,Delhi,Central,Lawyer,Stationery,3,16773,,,India
1000204,Tejeswini,P00037242,F,26-35,35,0,Karnataka,Southern,Healthcare,Footwear & Shoes,2,16772,,,India
1000667,Shourya,P00125342,F,26-35,29,0,Uttar Pradesh,Central,Chemical,Footwear & Shoes,3,16767,,,India
1005838,Bensley,P00276342,M,46-50,48,0,Bihar,Eastern,Healthcare,Footwear & Shoes,1,16766,,,India
1005838,Bensley,P00276342,M,46-50,48,0,Delhi,Central,Healthcare,Footwear & Shoes,2,16766,,,India
1001706,Ralph,P00167942,F,26-35,32,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3,16766,,,India
1005648,Carol,P00295342,F,26-35,28,0,Delhi,Central,Govt,Footwear & Shoes,1,16765,,,India
1000305,Mitch,P00194242,M,18-25,23,0,Haryana,Northern,Aviation,Tupperware,2,16761,,,India
1004406,Jenna,P00263442,F,26-35,26,1,Karnataka,Southern,Healthcare,Footwear & Shoes,1,16760,,,India
1003618,Hugh,P00192542,M,18-25,19,1,Uttar Pradesh,Central,Govt,Footwear & Shoes,3,16760,,,India
1000245,Dortch,P00200642,F,36-45,45,0,Delhi,Central,Banking,Footwear & Shoes,2,16758,,,India
1000298,Preis,P00328342,M,18-25,23,1,Karnataka,Southern,Chemical,Tupperware,3,16753,,,India
1001202,Diwakar,P00147942,F,36-45,44,1,Delhi,Central,IT Sector,Footwear & Shoes,4,16751,,,India
1003272,Pinky,P00251242,M,36-45,38,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,2,16749,,,India
1001041,Schnelling,P00080342,F,46-50,46,0,Karnataka,Southern,Healthcare,Footwear & Shoes,3,16747,,,India
1004409,Parks,P00280442,F,26-35,28,1,Karnataka,Southern,Aviation,Footwear & Shoes,1,16745,,,India
1005466,Sean,P00033342,F,26-35,33,1,Karnataka,Southern,Banking,Footwear & Shoes,3,16732,,,India
1004042,Phillina,P00251242,M,36-45,37,1,Karnataka,Southern,Banking,Footwear & Shoes,4,16732,,,India
1002701,Swati,P00194642,F,46-50,49,1,Maharashtra,Western,Textile,Tupperware,4,16732,,,India
1001298,Siddharth,P00128042,F,36-45,44,1,Delhi,Central,Banking,Footwear & Shoes,3,16727,,,India
1001941,Gopal,P00180342,M,36-45,26,1,Karnataka,Southern,Aviation,Footwear & Shoes,1,16726,,,India
1001279,Hitesh,P00165842,F,36-45,43,1,Delhi,Central,Food Processing,Footwear & Shoes,2,16724,,,India
1001440,Eno,P00361842,F,36-45,43,0,Kerala,Southern,Media,Tupperware,1,16724,,,India
1004480,Sally,P00044442,F,26-35,28,1,Karnataka,Southern,Aviation,Footwear & Shoes,3,16721,,,India
1005026,Stuti,P00289042,F,26-35,34,1,Maharashtra,Western,Aviation,Footwear & Shoes,4,16720,,,India
1000331,Bhargav,P00208042,F,26-35,33,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,3,16719,,,India
1003469,Schoenberger,P00130742,F,46-50,47,1,Karnataka,Southern,Lawyer,Footwear & Shoes,1,16717,,,India
1004819,Swetha,P00326742,F,36-45,37,0,Madhya Pradesh,Central,Chemical,Footwear & Shoes,4,16716,,,India
1002048,Bell-,P00192842,F,51-55,54,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,4,16716,,,India
1001881,Fortune-,P00302442,F,36-45,41,0,Uttar Pradesh,Central,Chemical,Footwear & Shoes,2,16716,,,India
1004161,Murray,P00093542,F,46-50,50,0,Delhi,Central,Aviation,Footwear & Shoes,1,16715,,,India
1005443,Savely,P00182142,F,26-35,32,0,Karnataka,Southern,IT Sector,Footwear & Shoes,2,16715,,,India
1003232,Pauline,P00000142,F,36-45,43,1,Uttar Pradesh,Central,Chemical,Tupperware,2,16713,,,India
1003626,Sophia,P00034442,F,26-35,34,0,Madhya Pradesh,Central,Hospitality,Footwear & Shoes,3,16711,,,India
1001632,Mills,P00347342,F,26-35,27,1,Delhi,Central,Food Processing,Footwear & Shoes,4,16710,,,India
1002676,Jitesh,P00191042,F,55+,87,1,Gujarat,Western,Aviation,Furniture,3,16709,,,India
1002645,Caroline,P00207442,F,26-35,26,0,Madhya Pradesh,Central,Agriculture,Footwear & Shoes,4,16707,,,India
1003017,Adrian,P00033342,M,36-45,40,1,Uttar Pradesh,Central,Hospitality,Furniture,3,16706,,,India
1002295,Campbell,P00262242,F,46-50,50,1,Uttar Pradesh,Central,Hospitality,Furniture,2,16706,,,India
1002162,Butterfield,P00192942,M,0-17,16,0,Maharashtra,Western,Media,Stationery,3,16705,,,India
1002972,Hane,P00161442,M,26-35,35,0,Uttarakhand,Central,Media,Footwear & Shoes,1,16704,,,India
1002143,Robert,P00066642,F,18-25,18,1,Himachal Pradesh,Northern,Lawyer,Furniture,4,16701,,,India
1005021,Patel,P00260042,F,51-55,52,1,Karnataka,Southern,Banking,Footwear & Shoes,1,16701,,,India
1004425,Indulekha,P00246142,F,36-45,44,0,Maharashtra,Western,Banking,Tupperware,1,16698,,,India
1005026,Stuti,P00032442,F,26-35,26,0,Karnataka,Southern,Retail,Footwear & Shoes,4,16693,,,India
1003031,Foster,P00321742,F,18-25,23,1,Gujarat,Western,Retail,Furniture,1,16692,,,India
1003356,Fuller,P00025442,M,36-45,41,1,Maharashtra,Western,Lawyer,Footwear & Shoes,2,16692,,,India
1002774,Vijay,P00209342,F,26-35,31,0,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,1,16691,,,India
1002413,Anna,P00118642,M,55+,61,0,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,1,16687,,,India
1003526,Sophiaay,P00296242,F,36-45,45,0,Delhi,Central,Govt,Footwear & Shoes,2,16685,,,India
1004496,Brockman,P00034442,F,46-50,47,0,Maharashtra,Western,Retail,Footwear & Shoes,3,16685,,,India
1003823,Denise,P00138542,M,55+,91,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4,16685,,,India
1004626,Soumyabrata,P00029742,M,26-35,26,0,Karnataka,Southern,Food Processing,Footwear & Shoes,4,16684,,,India
1002946,Ellis,P00320742,F,36-45,39,1,Delhi,Central,Hospitality,Footwear & Shoes,1,16681,,,India
1003476,Lalita,P00284742,F,51-55,53,0,Karnataka,Southern,IT Sector,Footwear & Shoes,3,16681,,,India
1002414,McFarland,P00174442,F,26-35,27,0,Uttar Pradesh,Central,Retail,Footwear & Shoes,4,16681,,,India
1004908,Redmond,P00305142,F,36-45,42,0,Karnataka,Southern,Automobile,Footwear & Shoes,3,16674,,,India
1005468,Kshitij,P00329442,F,26-35,35,0,Delhi,Central,Retail,Stationery,2,16673,,,India
1000767,Dave,P00249542,F,26-35,35,1,Delhi,Central,IT Sector,Footwear & Shoes,1,16672,,,India
1004303,Jane,P00113242,F,26-35,31,0,Karnataka,Southern,Aviation,Footwear & Shoes,2,16671,,,India
1003922,Stuart,P00000242,F,18-25,20,1,Maharashtra,Western,Govt,Furniture,4,16671,,,India
1004964,Ameesha,P00113342,F,36-45,36,0,Karnataka,Southern,Banking,Footwear & Shoes,2,16669,,,India
1003032,Matthias,P00126242,M,26-35,31,0,Uttar Pradesh,Central,Construction,Furniture,3,16669,,,India
1000604,Pistek,P00240142,F,46-50,47,0,Bihar,Eastern,IT Sector,Furniture,1,16665,,,India
1004215,Lycoris,P00227142,F,26-35,34,0,Delhi,Central,Media,Footwear & Shoes,3,16664,,,India
1003827,Barton,P00102142,F,51-55,52,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,3,16664,,,India
1001962,Bryan,P00117442,M,18-25,22,1,Uttar Pradesh,Central,IT Sector,Furniture,1,16664,,,India
1000515,DeCherney,P00102342,F,26-35,33,1,Delhi,Central,IT Sector,Footwear & Shoes,4,16663,,,India
1000075,Ted,P00137642,M,0-17,15,0,Uttar Pradesh,Central,Govt,Furniture,1,16662,,,India
1001332,Flanagan,P00002142,F,26-35,28,0,Maharashtra,Western,Aviation,Furniture,4,16658,,,India
1002059,Mathew,P00253142,M,36-45,45,1,Delhi,Central,Media,Footwear & Shoes,4,16655,,,India
1003841,Philip,P00340942,F,46-50,47,0,Karnataka,Southern,Media,Footwear & Shoes,2,16655,,,India
1001053,Sanjit,P00254842,F,36-45,44,1,Karnataka,Southern,Govt,Footwear & Shoes,1,16654,,,India
1003526,Sophiaay,P00102942,F,36-45,39,0,Delhi,Central,Media,Stationery,3,16651,,,India
1004482,Gillingham,P00150542,M,36-45,43,0,Andhra Pradesh,Southern,Healthcare,Footwear & Shoes,2,16649,,,India
1005630,Divyeshkumar,P00216142,F,36-45,44,0,Delhi,Central,Healthcare,Footwear & Shoes,1,16649,,,India
1003483,Dryer,P00173942,M,46-50,49,1,Uttar Pradesh,Central,Healthcare,Furniture,3,16649,,,India
1000889,Parth,P00119042,F,46-50,48,0,Delhi,Central,Banking,Footwear & Shoes,1,16643,,,India
1001749,Glassco,P00067842,F,26-35,35,1,Karnataka,Southern,Media,Footwear & Shoes,3,16643,,,India
1001264,McGuire,P00140742,F,26-35,35,0,Karnataka,Southern,Banking,Footwear & Shoes,2,16643,,,India
1001413,Nguyen,P00370342,F,18-25,18,0,Kerala,Southern,Govt,Furniture,2,16637,,,India
1002330,Sumeet,P00244042,M,46-50,47,0,Uttar Pradesh,Central,Automobile,Footwear & Shoes,4,16636,,,India
1002117,Shirley,P00089542,M,55+,77,0,Uttar Pradesh,Central,Automobile,Footwear & Shoes,1,16636,,,India
1001865,Cyra,P00224942,M,18-25,20,0,Karnataka,Southern,IT Sector,Furniture,4,16634,,,India
1002857,Sukant,P00237242,F,26-35,29,1,Kerala,Southern,Food Processing,Furniture,1,16633,,,India
1005812,Chikku,P00266642,M,26-35,28,0,Bihar,Eastern,Healthcare,Footwear & Shoes,2,16631,,,India
1003336,Vipul,P00124242,F,36-45,37,0,Delhi,Central,IT Sector,Footwear & Shoes,3,16630,,,India
1002203,Anand,P00211042,F,46-50,47,1,Rajasthan,Northern,Construction,Furniture,3,16627,,,India
1003808,Vishakha,P00245642,F,26-35,34,0,Maharashtra,Western,Aviation,Footwear & Shoes,1,16626,,,India
1005654,Fred,P00238542,F,26-35,26,0,Uttar Pradesh,Central,Aviation,Stationery,4,16624,,,India
1004673,Lee,P00100642,M,36-45,43,1,Delhi,Central,Govt,Stationery,2,16623,,,India
1002544,Oshin,P00368642,F,46-50,47,1,Maharashtra,Western,Automobile,Furniture,4,16622,,,India
1005159,Kasheen,P00334242,F,36-45,42,1,Delhi,Central,Banking,Footwear & Shoes,4,16620,,,India
1002918,Neoma,P00256642,M,26-35,32,0,Madhya Pradesh,Central,Textile,Footwear & Shoes,1,16620,,,India
1002053,Sauptik,P00302642,M,46-50,47,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,1,16618,,,India
1001357,Julie,P00198342,F,46-50,48,0,Madhya Pradesh,Central,Banking,Footwear & Shoes,1,16616,,,India
1002030,Mitchum,P00192242,M,26-35,29,1,Kerala,Southern,Govt,Furniture,3,16614,,,India
1000326,Jonathan,P00113942,F,51-55,53,1,Madhya Pradesh,Central,Banking,Furniture,2,16614,,,India
1002234,Barnett,P00177142,M,55+,85,0,Uttar Pradesh,Central,Banking,Footwear & Shoes,3,16614,,,India
1000579,Lee,P00125942,F,26-35,32,1,Jharkhand,Eastern,Automobile,Furniture,2,16613,,,India
1005046,Derr,P00215642,F,26-35,27,1,Karnataka,Southern,Healthcare,Footwear & Shoes,3,16613,,,India
1001835,Jamie,P00219542,F,26-35,35,0,Karnataka,Southern,Textile,Footwear & Shoes,4,16612,,,India
1004675,Barnett,P00010742,M,18-25,19,0,Maharashtra,Western,IT Sector,Furniture,1,16610,,,India
1001418,Moss,P00352142,F,18-25,21,1,Uttar Pradesh,Central,Aviation,Tupperware,1,16610,,,India
1005678,Ferguson,P00118242,F,36-45,38,0,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,2,16608,,,India
1004961,Sachs,P00271442,F,26-35,30,0,Karnataka,Southern,Banking,Footwear & Shoes,2,16606,,,India
1003304,Rosenberg,P00209742,M,46-50,47,0,Karnataka,Southern,Chemical,Furniture,3,16604,,,India
1004408,Harsh,P00286042,M,46-50,46,0,Madhya Pradesh,Central,Hospitality,Furniture,2,16599,,,India
1000446,Eaton,P00031142,M,51-55,51,0,Maharashtra,Western,Hospitality,Furniture,3,16599,,,India
1002888,Corey-Lock,P00218142,F,26-35,26,0,Rajasthan,Northern,Healthcare,Furniture,3,16598,,,India
1002581,Patterson,P00293742,F,26-35,32,1,Madhya Pradesh,Central,Govt,Footwear & Shoes,2,16597,,,India
1000388,Trevino,P00117942,M,26-35,32,0,Karnataka,Southern,Hospitality,Furniture,4,16596,,,India
1002941,Bavinger,P00254242,F,36-45,41,0,Karnataka,Southern,Aviation,Footwear & Shoes,1,16595,,,India
1000924,Prichep,P00295942,F,51-55,54,0,Karnataka,Southern,Aviation,Footwear & Shoes,4,16595,,,India
1001688,Darren,P00070942,M,18-25,24,1,Uttar Pradesh,Central,Banking,Footwear & Shoes,3,16593,,,India
1005322,Kunitz,P00286542,M,36-45,44,1,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,2,16592,,,India
1002995,Wener,P00006942,F,26-35,31,0,Gujarat,Western,IT Sector,Furniture,3,16588,,,India
1003492,Seite,P00113042,F,36-45,41,1,Karnataka,Southern,Govt,Footwear & Shoes,1,16588,,,India
1001721,Ankita,P00194442,F,18-25,25,1,Bihar,Eastern,Retail,Furniture,1,16587,,,India
1004788,Bern,P00119742,F,36-45,42,0,Delhi,Central,Aviation,Footwear & Shoes,1,16585,,,India
1000238,DeMoss,P00175942,M,51-55,53,1,Andhra Pradesh,Southern,Chemical,Footwear & Shoes,1,16581,,,India
1000238,DeMoss,P00175942,M,51-55,53,1,Gujarat,Western,Chemical,Footwear & Shoes,1,16581,,,India
1003735,Soodesh,P00260042,F,26-35,35,0,Karnataka,Southern,Media,Footwear & Shoes,3,16579,,,India
1004562,Burns,P00268442,F,36-45,39,0,Karnataka,Southern,Aviation,Footwear & Shoes,2,16578,,,India
1003288,McClure,P00058042,F,26-35,30,1,Uttar Pradesh,Central,Agriculture,Footwear & Shoes,1,16578,,,India
1000996,Syed,P00221542,F,26-35,30,0,Rajasthan,Northern,Retail,Furniture,3,16577,,,India
1000391,Dana,P00090942,F,46-50,48,0,Kerala,Southern,Automobile,Furniture,2,16576,,,India
1004980,Rob,P00193242,F,26-35,30,0,Karnataka,Southern,Banking,Footwear & Shoes,4,16574,,,India
1004682,Vishakha,P00324942,F,26-35,28,1,Delhi,Central,Govt,Footwear & Shoes,4,16573,,,India
1004054,Hitesh,P00123842,F,36-45,42,0,Uttar Pradesh,Central,Hospitality,Footwear & Shoes,2,16569,,,India
1005698,Rashmi,P00196342,F,36-45,39,0,Delhi,Central,Retail,Footwear & Shoes,3,16568,,,India
1000601,Knudson,P00042842,M,18-25,23,0,Uttar Pradesh,Central,Automobile,Furniture,4,16568,,,India
1003864,Blanton,P00121342,F,51-55,51,0,Delhi,Central,Banking,Footwear & Shoes,3,16567,,,India
1000885,Kasheen,P00192842,F,36-45,42,0,Maharashtra,Western,Aviation,Furniture,1,16566,,,India
1002627,Vaibhav,P00345742,F,26-35,31,1,Karnataka,Southern,Food Processing,Footwear & Shoes,1,16565,,,India
1003997,Kunst,P00201442,M,36-45,40,1,Maharashtra,Western,Aviation,Footwear & Shoes,2,16564,,,India
1000623,McGrath,P00219242,F,26-35,33,0,Uttar Pradesh,Central,Banking,Footwear & Shoes,1,16563,,,India
1005762,Yoseph,P00101042,M,36-45,43,0,Andhra Pradesh,Southern,Hospitality,Footwear & Shoes,2,16562,,,India
1003553,Tulika,P00074442,M,36-45,36,1,Uttar Pradesh,Central,Food Processing,Footwear & Shoes,1,16561,,,India
1004680,Ballard,P00052442,F,36-45,41,1,Karnataka,Southern,Lawyer,Footwear & Shoes,3,16560,,,India
1005378,Ritu,P00343042,F,36-45,39,1,Maharashtra,Western,Aviation,Footwear & Shoes,2,16560,,,India
1000670,Swetha,P00103342,F,26-35,31,1,Delhi,Central,Agriculture,Footwear & Shoes,1,16553,,,India
1004656,Häberlin,P00070942,F,26-35,27,1,Delhi,Central,Lawyer,Footwear & Shoes,1,16552,,,India
1004013,Michelle,P00142942,M,26-35,31,0,Karnataka,Southern,Healthcare,Footwear & Shoes,2,16552,,,India
1003201,Sonal,P00245042,F,46-50,48,1,Delhi,Central,Automobile,Footwear & Shoes,2,16551,,,India
1003118,Dhirajendu,P00280342,F,26-35,29,0,Delhi,Central,Healthcare,Footwear & Shoes,1,16550,,,India
1003389,Vivek,P00145642,F,18-25,24,0,Kerala,Southern,Govt,Furniture,2,16550,,,India
1000611,Yogesh,P00329442,F,36-45,39,0,Uttarakhand,Central,Chemical,Tupperware,4,16549,,,India
1005107,Pratyusmita,P00046742,M,46-50,48,0,Andhra Pradesh,Southern,Hospitality,Footwear & Shoes,2,16548,,,India
1001836,Brian,P00344442,F,26-35,27,0,Maharashtra,Western,Media,Footwear & Shoes,2,16548,,,India
1002008,Pamela,P00309242,F,26-35,32,0,Maharashtra,Western,Retail,Footwear & Shoes,4,16548,,,India
1004022,Seth,P00288042,F,36-45,45,0,Delhi,Central,Agriculture,Footwear & Shoes,2,16544,,,India
1000033,Yaanvi,P00311442,M,46-50,47,0,Uttar Pradesh,Central,Banking,Furniture,4,16540,,,India
1003345,Jim,P00117942,F,26-35,30,0,Karnataka,Southern,Retail,Footwear & Shoes,4,16539,,,India
1003620,Catini,P00112842,F,26-35,28,0,Karnataka,Southern,Media,Footwear & Shoes,3,16537,,,India
1001546,Christopher,P00293242,F,26-35,31,0,Kerala,Southern,Chemical,Furniture,3,16534,,,India
1005111,Amisha,P00001442,F,36-45,37,0,Uttar Pradesh,Central,Hospitality,Tupperware,4,16533,,,India
1003589,Atkinson,P00177842,M,46-50,48,0,Madhya Pradesh,Central,Chemical,Furniture,1,16532,,,India
1000329,Shrichand,P00140742,F,36-45,44,1,Himachal Pradesh,Northern,Chemical,Furniture,4,16530,,,India
1000731,Raglin,P00021742,F,46-50,50,1,Delhi,Central,Hospitality,Footwear & Shoes,2,16527,,,India
1003321,Saphhira,P00275842,F,36-45,38,1,Karnataka,Southern,Govt,Footwear & Shoes,2,16527,,,India
1000271,Anne,P00117442,F,18-25,25,0,Uttar Pradesh,Central,Retail,Furniture,4,16525,,,India
1001367,Ellison,P00187442,F,26-35,29,0,Kerala,Southern,IT Sector,Furniture,2,16524,,,India
1002125,Noshiba,P00190742,F,36-45,38,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,3,16522,,,India
1002154,Pippenger,P00051442,F,26-35,31,0,Madhya Pradesh,Central,Construction,Footwear & Shoes,4,16520,,,India
1001392,Andrew,P00271042,F,46-50,48,1,Karnataka,Southern,Lawyer,Footwear & Shoes,3,16518,,,India
1004322,Jason,P00132542,M,51-55,54,0,Uttar Pradesh,Central,Media,Furniture,2,16518,,,India
1003691,Bryan,P00081142,M,26-35,28,0,Uttarakhand,Central,Aviation,Furniture,2,16518,,,India
1000091,Raymond,P00189342,F,36-45,42,0,Karnataka,Southern,IT Sector,Footwear & Shoes,3,16517,,,India
1002764,Murray,P00278242,M,26-35,33,1,Karnataka,Southern,Govt,Furniture,2,16516,,,India
1001420,Harms,P00274042,F,18-25,22,0,Delhi,Central,Automobile,Footwear & Shoes,1,16512,,,India
1005097,Krohn,P00315742,F,55+,76,0,Gujarat,Western,Retail,Furniture,1,16512,,,India
1003129,Palak,P00340942,F,26-35,26,1,Maharashtra,Western,Healthcare,Footwear & Shoes,4,16511,,,India
1004904,Priyanshu,P00131742,M,51-55,54,1,Jharkhand,Eastern,Banking,Footwear & Shoes,3,16510,,,India
1001693,Shreyoshe,P00217942,F,26-35,33,1,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,3,16510,,,India
1001017,Farhat,P00303042,M,36-45,37,0,Karnataka,Southern,Aviation,Footwear & Shoes,3,16509,,,India
1002208,Ashmi,P00057942,F,26-35,33,1,Madhya Pradesh,Central,Govt,Furniture,4,16509,,,India
1001599,Akshata,P00265242,F,26-35,35,0,Delhi,Central,Food Processing,Footwear & Shoes,1,16506,,,India
1002753,Mathis,P00176542,M,51-55,52,1,Uttar Pradesh,Central,Chemical,Footwear & Shoes,3,16501,,,India
1002389,Aayush,P00184942,F,26-35,27,0,Uttar Pradesh,Central,IT Sector,Games & Toys,1,16499,,,India
1004520,Anderson,P00036742,F,26-35,32,1,Karnataka,Southern,IT Sector,Footwear & Shoes,1,16496,,,India
1001671,Manish,P00054242,F,36-45,45,0,Karnataka,Southern,Textile,Games & Toys,3,16494,,,India
1000161,Chloris,P00178642,F,46-50,49,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3,16491,,,India
1002581,Patterson,P00123742,F,26-35,26,1,Karnataka,Southern,Govt,Footwear & Shoes,1,16490,,,India
1005165,Becky,P00085942,F,36-45,37,0,Madhya Pradesh,Central,Hospitality,Footwear & Shoes,2,16490,,,India
1000872,Braun,P00221042,F,51-55,55,1,Maharashtra,Western,Chemical,Footwear & Shoes,1,16489,,,India
1005120,Jesslyn,P00147942,F,51-55,53,1,Delhi,Central,Textile,Footwear & Shoes,3,16488,,,India
1001983,Atul,P00128142,F,26-35,31,1,Maharashtra,Western,Chemical,Games & Toys,2,16486,,,India
1000212,Schoenberger,P00046142,F,26-35,27,0,Kerala,Southern,Hospitality,Furniture,4,16484,,,India
1004206,Campbell,P00044142,M,36-45,45,1,Madhya Pradesh,Central,Hospitality,Furniture,2,16484,,,India
1005880,Zettner,P00207942,F,26-35,34,1,Uttar Pradesh,Central,Media,Games & Toys,2,16484,,,India
1000566,Divyansh,P00125842,F,26-35,30,0,Bihar,Eastern,Banking,Games & Toys,1,16480,,,India
1005322,Kunitz,P00205942,F,36-45,44,1,Delhi,Central,Aviation,Footwear & Shoes,1,16479,,,India
1001285,Laalji,P00348742,M,36-45,44,0,Delhi,Central,Govt,Footwear & Shoes,1,16478,,,India
1005085,Parin,P00288042,M,55+,68,0,Andhra Pradesh,Southern,IT Sector,Footwear & Shoes,3,16475,,,India
1001087,Waco,P00103042,F,26-35,30,0,Delhi,Central,Hospitality,Footwear & Shoes,1,16475,,,India
1003929,Prajakta,P00154042,F,26-35,31,0,Delhi,Central,Healthcare,Footwear & Shoes,1,16475,,,India
1004466,David,P00113342,F,36-45,42,0,Karnataka,Southern,Lawyer,Footwear & Shoes,3,16475,,,India
1004016,Dowd,P00324342,M,51-55,52,0,Uttar Pradesh,Central,Media,Footwear & Shoes,1,16475,,,India
1003730,Miller,P00352942,F,26-35,29,1,Bihar,Eastern,Aviation,Games & Toys,3,16472,,,India
1005100,Spruell,P00100642,M,51-55,54,0,Delhi,Central,Chemical,Footwear & Shoes,1,16472,,,India
1003773,Victoria,P00331042,F,36-45,39,0,Andhra Pradesh,Southern,Lawyer,Games & Toys,4,16471,,,India
1004656,Häberlin,P00039742,F,26-35,35,0,Madhya Pradesh,Central,Govt,Footwear & Shoes,3,16471,,,India
1003650,Kibu,P00003442,F,26-35,26,0,Uttar Pradesh,Central,IT Sector,Tupperware,1,16469,,,India
1003845,Kriz,P00129642,F,26-35,33,1,Himachal Pradesh,Northern,Hospitality,Furniture,3,16466,,,India
1002429,Mansi,P00183242,F,26-35,28,1,Delhi,Central,Banking,Footwear & Shoes,3,16461,,,India
1002889,Richard,P00220642,F,36-45,45,0,Karnataka,Southern,Govt,Footwear & Shoes,3,16461,,,India
1000137,Steve,P0099042,M,46-50,47,1,Andhra Pradesh,Southern,Banking,Games & Toys,4,16460,,,India
1000102,McCrossin,P00071442,F,36-45,36,1,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,3,16460,,,India
1005722,Shourya,P00319042,F,26-35,31,0,Gujarat,Western,IT Sector,Games & Toys,4,16458,,,India
1001763,Subhasmita,P00129642,F,36-45,44,0,Delhi,Central,Automobile,Footwear & Shoes,3,16456,,,India
1002910,Murray,P00100942,F,0-17,14,1,Haryana,Northern,Agriculture,Furniture,1,16456,,,India
1002039,Nockton,P00111842,M,51-55,51,0,Haryana,Northern,Govt,Footwear & Shoes,1,16453,,,India
1002798,Barroso,P00028842,F,36-45,45,0,Madhya Pradesh,Central,Food Processing,Footwear & Shoes,2,16452,,,India
1003491,Freymann,P00122542,F,26-35,26,1,Delhi,Central,Banking,Footwear & Shoes,1,16451,,,India
1004220,Hughes,P00265242,F,36-45,38,0,Delhi,Central,Retail,Footwear & Shoes,2,16451,,,India
1002273,Sukant,P00261142,F,26-35,26,0,Delhi,Central,Chemical,Footwear & Shoes,2,16450,,,India
1002484,Pelletier,P00351242,F,46-50,46,1,Karnataka,Southern,Banking,Footwear & Shoes,2,16449,,,India
1003547,Parishi,P00275742,F,36-45,41,0,Karnataka,Southern,Hospitality,Footwear & Shoes,4,16447,,,India
1004229,Resi,P00113442,F,36-45,40,1,Karnataka,Southern,Food Processing,Footwear & Shoes,4,16444,,,India
1003641,Cacioppo,P00083442,M,26-35,27,0,Rajasthan,Northern,Healthcare,Footwear & Shoes,2,16444,,,India
1002518,Peterman,P00117442,F,26-35,33,1,Uttar Pradesh,Central,Banking,Furniture,1,16444,,,India
1001765,Mark,P00262242,F,18-25,21,1,Bihar,Eastern,Aviation,Furniture,1,16443,,,India
1003393,Blume,P00121342,F,36-45,38,0,Karnataka,Southern,Banking,Footwear & Shoes,3,16443,,,India
1001451,Sink,P00119542,M,36-45,45,0,Karnataka,Southern,Food Processing,Footwear & Shoes,3,16441,,,India
1002788,Pippenger,P00025442,F,55+,81,1,Karnataka,Southern,Food Processing,Furniture,4,16438,,,India
1000157,Michelle,P00112542,F,36-45,38,0,Gujarat,Western,Retail,Furniture,1,16435,,,India
1001820,McGuire,P00182142,F,26-35,31,1,Kerala,Southern,Aviation,Tupperware,1,16435,,,India
1000651,Carreira,P00266542,F,36-45,37,0,Haryana,Northern,Textile,Games & Toys,1,16427,,,India
1001369,Erica,P00243942,F,26-35,35,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,3,16426,,,India
1005361,Noel,P00177742,M,51-55,54,1,Haryana,Northern,Hospitality,Footwear & Shoes,3,16425,,,India
1003763,Zeldin,P00271742,F,26-35,28,1,Uttar Pradesh,Central,Banking,Games & Toys,3,16423,,,India
1003022,Rozendal,P00205942,F,26-35,29,0,Karnataka,Southern,Healthcare,Footwear & Shoes,2,16422,,,India
